Series_reference,period,Data_value,STATUS,Units,lon,lat,Magnitude,Subject,Series_title_1,Series_title_2,class_prob,Series_title_4,Series_title_5,subset,start_date,end_date,EO_DATA,EO_STATUS
SNEA.S1NB0200MS310C3,1994.03,241,FINAL,Dollars,36.95,-0.71,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-07,2021-08-07,"[0.031103978908828767, 0.3305286714156127, 0.7138074747450914, 0.7969087194882574, 0.7900977626543304, 0.8631463662022127, 0.7240777421381995, 0.41590536391608, 0.29707695811126067, 0.016712030084002683]",complete
SNEA.S1NB0200MS310C3,1995.03,232,FINAL,Dollars,36.94,-0.71,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-08,2021-08-08,"[0.43508592865103113, 0.8139029379028191, 0.7316953127422191, 0.679045572068979, 0.5944797176750993, 0.22504251344232962, 0.3939915308326518, 0.8676975830971166, 0.9942094257271005, 0.5437960241174621]",complete
SNEA.S1NB0200MS310C3,1996.03,238,FINAL,Dollars,36.94,-0.71,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-09,2021-08-09,"[0.780789968883176, 0.37115707293433886, 0.8123006818391445, 0.2320299908755864, 0.9536177067898653, 0.5545463887880051, 0.3782366332206222, 0.8940156928283552, 0.6311574436700524, 0.8713199739764241]",complete
SNEA.S1NB0200MS310C3,1997.03,247,FINAL,Dollars,36.94,-0.71,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-10,2021-08-10,"[0.4447549681532732, 0.9245510067155245, 0.5355483124687335, 0.7305690816738593, 0.9511576381164571, 0.7877574017774633, 0.8108206724385714, 0.8323004981699036, 0.17497796196614235, 0.3197577290275603]",complete
SNEA.S1NB0200MS310C3,1998.03,4,FINAL,Dollars,36.93,-0.71,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-11,2021-08-11,"[0.8943472866927521, 0.002344374395307103, 0.7258941731593077, 0.24341563180856585, 0.491720407347531, 0.6869879219770653, 0.8580014556787905, 0.4029696061743432, 0.8900781014813931, 0.5344302570109091]",complete
SNEA.S1NB0200MS310C3,1999.03,-5,FINAL,Dollars,36.93,-0.72,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-12,2021-08-12,"[0.6014422942471666, 0.40322923990816484, 0.6848670645366679, 0.5204740413007282, 0.1659980364749507, 0.5526154153571031, 0.33899803190966005, 0.398972857947956, 0.3608091741286584, 0.4244065061698473]",complete
SNEA.S1NB0200MS310C3,2000.03,0,FINAL,Dollars,36.92,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-13,2021-08-13,"[0.946882359189794, 0.20574080266820316, 0.16064121412188437, 0.41528124939835576, 0.09741388014050822, 0.9584390448489585, 0.614180706339894, 0.08112174297984309, 0.5289403771596877, 0.43889085915221826]",complete
SNEA.S1NB0200MS310C3,2001.03,6,FINAL,Dollars,36.92,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-14,2021-08-14,"[0.08586343282504727, 0.657574198470504, 0.13504544815384978, 0.26027635225776735, 0.23688366439027886, 0.9386418838340769, 0.6979328508167725, 0.07275126687672495, 0.9036714800832936, 0.7822311323720674]",complete
SNEA.S1NB0200MS310C3,2002.03,12,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-15,2021-08-15,"[0.9490633662422854, 0.7706630457203052, 0.9396002579301452, 0.17557041261010198, 0.20087611427064334, 0.5155050460888242, 0.7947169018275546, 0.17812009515911265, 0.9167385189575393, 0.8021630761153188]",complete
SNEA.S1NB0200MS310C3,2003.03,10,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-16,2021-08-16,"[0.1265312817587666, 0.41003342698452583, 0.3456686013843081, 0.5512480965268612, 0.7792599985049046, 0.16737975641940572, 0.3342031956185476, 0.04082287989937328, 0.9434826849958066, 0.03323582580409934]",complete
SNEA.S1NB0200MS310C3,2004.03,11,FINAL,Dollars,36.91,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-17,2021-08-17,"[0.47634113613206963, 0.5910496865820342, 0.09123584872591473, 0.26723702923422443, 0.2583172476854616, 0.22426859887045947, 0.5000588565109414, 0.7610546098121632, 0.13356467722405296, 0.43657895528074164]",complete
SNEA.S1NB0200MS310C3,2005.03,15,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-18,2021-08-18,"[0.30926878999971974, 0.5067349684769736, 0.9690842097970928, 0.32221651797525697, 0.11050362520720614, 0.5799533438416341, 0.5558523166678219, 0.5602056507509472, 0.05064140017222374, 0.5130589724653253]",complete
SNEA.S1NB0200MS310C3,2006.03,14,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-19,2021-08-19,"[0.042684188115867494, 0.6599934317597732, 0.09470615968944274, 0.2505698491794909, 0.7195226473796034, 0.6796217932714114, 0.1843535652680225, 0.2143981716207245, 0.16354112717831004, 0.6373850062410868]",complete
SNEA.S1NB0200MS310C3,2007.03,17,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-20,2021-08-20,"[0.7240842349479265, 0.5334882587616566, 0.08711445357338832, 0.6292981425637273, 0.788186802109643, 0.09098541160826756, 0.4491956015238491, 0.04356627912920108, 0.7226876554918538, 0.5961447618867316]",complete
SNEA.S1NB0200MS310C3,2008.03,17,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-21,2021-08-21,"[0.17285900769681672, 0.4402784190790169, 0.9855968776765304, 0.41467763324562323, 0.5265527743578278, 0.18217753367919998, 0.578747620200645, 0.568992272520403, 0.5101819879116646, 0.004195859217553943]",complete
SNEA.S1NB0200MS310C3,2009.03,18,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-22,2021-08-22,"[0.4064586622103924, 0.07817671488024436, 0.6766484772664284, 0.18854994438147443, 0.9018607523119937, 0.7737318399619696, 0.4034826687208475, 0.6670899664565993, 0.6382690072884248, 0.2728437429901549]",complete
SNEA.S1NB0200MS310C3,2010.03,-3,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-23,2021-08-23,"[0.1859226909159717, 0.5684186634262639, 0.4850669516438779, 0.3582963495318323, 0.554576262994207, 0.31078231934398237, 0.17820689037258086, 0.03612493920356019, 0.19711041704172838, 0.1923829188435927]",complete
SNEA.S1NB0200MS310C3,2011.03,-11,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-24,2021-08-24,"[0.5999146135878902, 0.9124235109984695, 0.812841150165501, 0.8959768857995338, 0.14415078795484915, 0.956590988420104, 0.6164597327758645, 0.5525141804301392, 0.4394087380996613, 0.49625843909150746]",complete
SNEA.S1NB0200MS310C3,2012.03,4,FINAL,Dollars,36.99,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-25,2021-08-25,"[0.9746404317844781, 0.18850065425781748, 0.6502429861397008, 0.905879443606918, 0.17543372619720576, 0.42377478578773886, 0.3432939853508764, 0.8081367585483832, 0.3088447893835612, 0.16812749964929186]",complete
SNEA.S1NB0200MS310C3,2013.03,6,FINAL,Dollars,36.91,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-26,2021-08-26,"[0.14752071041154047, 0.26153310330891755, 0.11102002578166592, 0.4801656057896154, 0.8809939783214695, 0.06335558117280193, 0.6430487660445684, 0.782679954717597, 0.8941607678164208, 0.0837497998488218]",complete
SNEA.S1NB0200MS310C3,2014.03,34,FINAL,Dollars,36.9,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-27,2021-08-27,"[0.09424912139986419, 0.8562743989185687, 0.7054823842488296, 0.26750718026488207, 0.10420895491929094, 0.8375208470321094, 0.4000503338444198, 0.9124692384782889, 0.6397824952249791, 0.5157051008374838]",complete
SNEA.S1NB0200MS310C3,2015.03,12,FINAL,Dollars,36.9,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-28,2021-08-28,"[0.5754344758213379, 0.26779186900881524, 0.04455072468262833, 0.04378371293899985, 0.9551135470291152, 0.9290572103299167, 0.00855571659207588, 0.8937540556757828, 0.5763045516118372, 0.6933831216919893]",complete
SNEA.S1NB0200MS310C3,2016.03,32,FINAL,Dollars,36.89,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-29,2021-08-29,"[0.9980072723031893, 0.20994504602234687, 0.16833143315905152, 0.3207381669934546, 0.0435067044654045, 0.8986163465650826, 0.3782314076748964, 0.12270594261759549, 0.0533188865516091, 0.062241079059885185]",complete
SNEA.S1NB0200MS310C3,2017.03,35,FINAL,Dollars,36.9,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-30,2021-08-30,"[0.9237279259089062, 0.9499100168076188, 0.8312958254769556, 0.4095055778314357, 0.740765973973536, 0.5043588864887191, 0.09419563907723949, 0.8705330051150021, 0.03712112346830154, 0.4855746727156238]",complete
SNEA.S1NB0200MS310C3,2018.03,2,FINAL,Dollars,36.97,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-08-31,2021-08-31,"[0.5328517521693218, 0.15241302034134452, 0.7996259291087356, 0.06552585053448956, 0.4253914098508522, 0.6574787792663968, 0.1688005340672335, 0.8902968691656945, 0.9888110435954086, 0.8267070666955092]",complete
SNEA.S1NB0200MS310C3,2019.03,51,FINAL,Dollars,36.97,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-09-01,2021-09-01,"[0.26804086766521384, 0.9662052271692569, 0.9836323600560005, 0.5256887561668658, 0.8119121493860411, 0.4767088866141438, 0.20643714481759412, 0.9350427325459234, 0.22509918202740153, 0.006693874661967025]",complete
SNEA.S1NB0200MS310C3,2020.03,56,FINAL,Dollars,36.97,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-09-02,2021-09-02,"[0.2592484098711815, 0.048598575290238144, 0.4454324153753425, 0.2857018376504029, 0.8406713829871544, 0.35078274615496874, 0.08539386160434803, 0.4078056347683702, 0.8505188811893166, 0.8154964689729316]",complete
SNEA.S1NB0200MS310C3,2021.03,57,FINAL,Dollars,36.88,-0.66,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-09-03,2021-09-03,"[0.6452144624768379, 0.23222662535696958, 0.1764057613634844, 0.4367239174106513, 0.4529455779230328, 0.10480716575019011, 0.3577825151550059, 0.6254737273665436, 0.07712273402013237, 0.251875834263558]",complete
SNEA.S1NB0200MS310C3,2022.03,74,FINAL,Dollars,36.89,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-09-04,2021-09-04,"[0.7761714773404669, 0.8068287293304229, 0.709521394804044, 0.45706427456458953, 0.9964744718574414, 0.8610291458982923, 0.19240626504349267, 0.501510073855655, 0.4365553809188877, 0.7321449138108324]",complete
SNEA.S1NB0200MS310C3,2023.03,86,FINAL,Dollars,36.89,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Central government institutions,Central government control,training,2020-09-05,2021-09-05,"[0.9568044028923501, 0.9604530109095749, 0.7882449290949752, 0.05765991245193247, 0.7909571993539724, 0.33073011728046176, 0.29856434390207154, 0.7005751293266926, 0.08643422542913437, 0.42941903325485886]",complete
SNEA.S1NB0200MS321C4,1987.03,77,FINAL,Dollars,36.89,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-06,2021-09-06,"[0.3443505676375689, 0.8721014689980212, 0.29362156786882054, 0.8563173557616306, 0.5760734276438911, 0.8435055042024694, 0.4082761297540365, 0.29894957318537807, 0.053185992708882024, 0.5516751461625837]",complete
SNEA.S1NB0200MS321C4,1988.03,83,FINAL,Dollars,36.89,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-07,2021-09-07,"[0.6462502772214193, 0.4239432984589895, 0.22860048171403125, 0.21268236815487473, 0.038536299640682836, 0.5062289913549536, 0.18521090990647326, 0.4639189972140211, 0.3009760208376234, 0.6034196420355706]",complete
SNEA.S1NB0200MS321C4,1989.03,90,FINAL,Dollars,36.89,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-08,2021-09-08,"[0.4108278264829147, 0.2734551204504525, 0.004079014281785809, 0.33179717224465455, 0.9334674628561791, 0.12225276008843089, 0.6968072233603815, 0.05291149125761907, 0.16723390184824938, 0.6892724797042343]",complete
SNEA.S1NB0200MS321C4,1990.03,99,FINAL,Dollars,36.88,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-09,2021-09-09,"[0.6064786096379052, 0.45360638749244897, 0.3154310238802588, 0.47714690400526394, 0.8956804527097662, 0.448721357893045, 0.851820721296095, 0.8223772377235476, 0.46972088749694385, 0.6369993812279721]",complete
SNEA.S1NB0200MS321C4,1991.03,113,FINAL,Dollars,36.88,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-10,2021-09-10,"[0.9299278334061846, 0.33724776140593804, 0.18110858836897747, 0.8957625789987836, 0.10736020782345512, 0.7318930399521824, 0.5979693302652541, 0.8288417214236996, 0.12904224447261403, 0.9312495064580726]",complete
SNEA.S1NB0200MS321C4,1992.03,131,FINAL,Dollars,36.88,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-11,2021-09-11,"[0.25872173837748136, 0.9982950606321386, 0.9290922298804758, 0.524222181251908, 0.0672882137190729, 0.289043821622748, 0.43471225091957455, 0.2796228523761639, 0.3934466455958232, 0.8856225012935356]",complete
SNEA.S1NB0200MS321C4,1993.03,106,FINAL,Dollars,36.88,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-12,2021-09-12,"[0.6549716170976781, 0.9149058495931112, 0.3606763976659564, 0.3888117501602001, 0.25821657354198524, 0.6729217330304434, 0.8404501302637631, 0.7587269385226041, 0.10134895701922841, 0.8006177998761297]",complete
SNEA.S1NB0200MS321C4,1994.03,128,FINAL,Dollars,36.88,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-13,2021-09-13,"[0.7763406014057418, 0.6773344962034744, 0.3006773599006549, 0.2617940867246267, 0.3814775063752336, 0.2988984092616408, 0.5124794694637166, 0.7696582828813052, 0.7651979539350419, 0.31043843471223165]",complete
SNEA.S1NB0200MS321C4,1995.03,125,FINAL,Dollars,36.88,-0.67,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-14,2021-09-14,"[0.8361946243722564, 0.6805552694593289, 0.11363043446281273, 0.8976075805882245, 0.5990413835072884, 0.054228868129647556, 0.9890015062472963, 0.12991698829612608, 0.7374612121905173, 0.9816769304955182]",complete
SNEA.S1NB0200MS321C4,1996.03,117,FINAL,Dollars,36.97,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-15,2021-09-15,"[0.5689787297319492, 0.21920304253160117, 0.16769520074291644, 0.4707383044444423, 0.4763580378075578, 0.7142779573660075, 0.13594529374468445, 0.7184819765961066, 0.3933059341326376, 0.40817780247608637]",complete
SNEA.S1NB0200MS321C4,1997.03,157,FINAL,Dollars,36.88,-0.67,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-16,2021-09-16,"[0.9659845311728533, 0.6852489677294059, 0.6652016615236623, 0.31883927133480605, 0.5559303991787155, 0.7214489496300973, 0.996730858062462, 0.510392492830864, 0.7795211389505905, 0.30418076052811815]",complete
SNEA.S1NB0200MS321C4,1998.03,141,FINAL,Dollars,36.98,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-17,2021-09-17,"[0.6202059990171356, 0.9740613983412669, 0.7042029428096908, 0.33472216709298563, 0.3768784639258759, 0.3520858488949893, 0.5294318458492949, 0.8465664693604656, 0.30480579722990675, 0.4345098645608353]",complete
SNEA.S1NB0200MS321C4,1999.03,172,FINAL,Dollars,36.98,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-18,2021-09-18,"[0.11004588424611084, 0.2901333443514078, 0.6297060413187362, 0.21723065644948836, 0.7422961903831728, 0.7583465872099188, 0.2111752757343871, 0.11779667085876233, 0.10592568509285027, 0.8425027076837476]",complete
SNEA.S1NB0200MS321C4,2000.03,183,FINAL,Dollars,36.98,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-19,2021-09-19,"[0.007964475223708356, 0.36158627752366024, 0.5472681786946022, 0.2580464304096518, 0.9791340529732864, 0.8253086600680266, 0.5708918536774138, 0.9195507457362384, 0.6200609002617072, 0.12477920163246514]",complete
SNEA.S1NB0200MS321C4,2001.03,181,FINAL,Dollars,36.98,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-20,2021-09-20,"[0.2416342943601154, 0.1845103309512688, 0.4280949994905284, 0.780895061648695, 0.436747076254131, 0.8352034679119793, 0.7451646033042482, 0.050736232143204885, 0.5793418567295615, 0.37242890042363597]",complete
SNEA.S1NB0200MS321C4,2002.03,170,FINAL,Dollars,36.88,-0.66,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-21,2021-09-21,"[0.7183561966078891, 0.8699588785157175, 0.7698472114303403, 0.3194517427561874, 0.801563329126565, 0.001085881346170603, 0.8545148729257063, 0.3620537095741444, 0.8145877878059702, 0.24466162361141064]",complete
SNEA.S1NB0200MS321C4,2003.03,170,FINAL,Dollars,36.88,-0.66,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-22,2021-09-22,"[0.3342714170479921, 0.7731673679820404, 0.26346989959941225, 0.5092171809998002, 0.8823033047402457, 0.954931671219408, 0.6803612916429149, 0.0008936544164129812, 0.5805097965637788, 0.10575680885629735]",complete
SNEA.S1NB0200MS321C4,2004.03,214,FINAL,Dollars,36.89,-0.66,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-23,2021-09-23,"[0.6209238586636209, 0.012399907352068862, 0.6777309691364246, 0.30177818772533926, 0.8550416206058511, 0.459437119839869, 0.12318717025152903, 0.7166349686593948, 0.046333726560110255, 0.139882429634403]",complete
SNEA.S1NB0200MS321C4,2005.03,254,FINAL,Dollars,36.89,-0.66,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-24,2021-09-24,"[0.19625242036961776, 0.747276261025542, 0.6260709907815253, 0.16133362064535406, 0.08776814182269232, 0.9131472031986912, 0.7713394891142527, 0.619497677067236, 0.41025538956188234, 0.3152629826157448]",complete
SNEA.S1NB0200MS321C4,2006.03,194,FINAL,Dollars,36.89,-0.66,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-25,2021-09-25,"[0.01203350209470766, 0.2428182352720425, 0.6633656416159005, 0.863479039474658, 0.129092730080956, 0.5616909320121475, 0.16973699431619038, 0.6768962793882759, 0.40872499077754354, 0.3739499687360244]",complete
SNEA.S1NB0200MS321C4,2007.03,203,FINAL,Dollars,36.97,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-26,2021-09-26,"[0.812280415510184, 0.6806837109448953, 0.47544255218127773, 0.2489024893890074, 0.4393737630311232, 0.2042035647979653, 0.47786808368611344, 0.7690459700540383, 0.14190552432139325, 0.08664175053158452]",complete
SNEA.S1NB0200MS321C4,2008.03,238,FINAL,Dollars,36.97,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-27,2021-09-27,"[0.23438609949308198, 0.012125927059208341, 0.7574674193896279, 0.363526925934316, 0.5221382275820888, 0.4418769895254272, 0.12496307138347251, 0.45618312838721686, 0.30657434853898025, 0.9677671744724538]",complete
SNEA.S1NB0200MS321C4,2009.03,250,FINAL,Dollars,36.97,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-28,2021-09-28,"[0.046572339723564116, 0.5373983926813661, 0.9367656003471134, 0.1531233417102339, 0.9276470660715196, 0.4839676020653735, 0.7414553626654213, 0.5973288312791559, 0.23448782068313778, 0.993607838250472]",complete
SNEA.S1NB0200MS321C4,2010.03,266,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-29,2021-09-29,"[0.0724265329939362, 0.2969910519289417, 0.18215373600192186, 0.06221018440670212, 0.3733702478634272, 0.23823467642986085, 0.8633373073604232, 0.46606121910942, 0.5929300333261323, 0.7121008297204058]",complete
SNEA.S1NB0200MS321C4,2011.03,204,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-09-30,2021-09-30,"[0.9595524019883683, 0.520868786982515, 0.2856100712499109, 0.4409956147125189, 0.5460236937978022, 0.6001751011943846, 0.1906970717417099, 0.5520552215467591, 0.09647425782273755, 0.9187196543676643]",complete
SNEA.S1NB0200MS321C4,2012.03,288,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-01,2021-10-01,"[0.9879500529275542, 0.23027565893632718, 0.42883637215587744, 0.4683516883055927, 0.8651498011899713, 0.924815548433841, 0.33160525847490796, 0.20948599643468502, 0.15958614730199427, 0.21485991129875381]",complete
SNEA.S1NB0200MS321C4,2013.03,302,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-02,2021-10-02,"[0.5371716203525445, 0.06144705755248958, 0.20591682541762069, 0.21415423762122154, 0.5460246306915235, 0.8442812009636695, 0.6135681495857433, 0.18702008907640388, 0.30742329949322644, 0.0667951723435164]",complete
SNEA.S1NB0200MS321C4,2014.03,284,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-03,2021-10-03,"[0.4536776154628709, 0.04025890774584395, 0.05859648017551389, 0.34658814644823266, 0.8781621015168488, 0.12109946281546435, 0.0590834929091445, 0.3032848040726731, 0.9167100886608102, 0.502107278303693]",complete
SNEA.S1NB0200MS321C4,2015.03,253,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-04,2021-10-04,"[0.6217120225007333, 0.8519467285044094, 0.15833310626616104, 0.4252724912787168, 0.8050798308803431, 0.41042191224122115, 0.35520189638089206, 0.22080606381677736, 0.8162979067344162, 0.5854809229134623]",complete
SNEA.S1NB0200MS321C4,2016.03,235,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-05,2021-10-05,"[0.051811278222611556, 0.4274156599744092, 0.7736251980562222, 0.5470681372128411, 0.5422713113016441, 0.20709331416643761, 0.7726669732029356, 0.19584059137995946, 0.6904970050814462, 0.03380293677302215]",complete
SNEA.S1NB0200MS321C4,2017.03,265,FINAL,Dollars,36.87,-0.69,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-06,2021-10-06,"[0.5584947618165376, 0.31005723482513436, 0.8093322468991063, 0.6671762056257803, 0.708599428951124, 0.40185784513267975, 0.43970091975735115, 0.285124549992132, 0.9230753855432265, 0.29568588640123183]",complete
SNEA.S1NB0200MS321C4,2018.03,247,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-07,2021-10-07,"[0.128674875909372, 0.3732476557080535, 0.4337173941634661, 0.9338351363004503, 0.4425656128891249, 0.3796581514991999, 0.2651692976534774, 0.139807984477629, 0.4672108392939335, 0.06686384261469669]",complete
SNEA.S1NB0200MS321C4,2019.03,274,FINAL,Dollars,36.98,-0.68,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Local government institutions,Local government control,training,2020-10-08,2021-10-08,"[0.31544435029539963, 0.7862118631851206, 0.574680550389134, 0.7298033906532733, 0.9875999311493472, 0.6130192997902483, 0.03155524499113416, 0.5309058350355702, 0.22191757401837442, 0.1141260783304976]",complete
