Series_reference,Period,Data_value,STATUS,UNITS,lon,lat,MAGNTUDE,Subject,Group,Series_title_1,class_prob,subset,start_date,end_date,Series_title_3,Series_title_4,Series_title_5,EO_DATA,EO_STATUS
PRDA.S1CCCZI,2002.03,584.0,FINAL,Index,37.03,-0.95,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-07-25,2021-07-25,Index,,,"[0.7452004753816106, 0.3786834253879443, 0.17989490450856627, 0.6501496638676698, 0.43445166830902204, 0.42560296702217404, 0.16226132609256827, 0.47546414429531825, 0.2792762757802113, 0.626718021551991]",complete
PRDA.S1CCCZI,2003.03,620.0,FINAL,Index,37.03,-0.95,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-07-26,2021-07-26,Index,,,"[0.033553429717807726, 0.3729360587153756, 0.10712973659534908, 0.3967880268941394, 0.2690815924887183, 0.10666430580952779, 0.2787100309085405, 0.5193473189171145, 0.6229858991514973, 0.9601183701446107]",complete
PRDA.S1CCCZI,2004.03,623.0,FINAL,Index,37.03,-0.95,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-07-27,2021-07-27,Index,,,"[0.9300168722875299, 0.47482086273252666, 0.6247037112052082, 0.12071203457153623, 0.43902044084554115, 0.9653156550701175, 0.01804237390534469, 0.11682505874400806, 0.29518248212041365, 0.20643659642992918]",complete
PRDA.S1CCCZI,2005.03,620.0,FINAL,Index,37.03,-0.95,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-07-28,2021-07-28,Index,,,"[0.7677068354051656, 0.9659666022671017, 0.39468602996021784, 0.9932621646546237, 0.46310161248812687, 0.8701573806633299, 0.5828788623805398, 0.6812422833936855, 0.7422100122519132, 0.0944033137265522]",complete
PRDA.S1CCCZI,2006.03,611.0,FINAL,Index,37.03,-0.95,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-07-29,2021-07-29,Index,,,"[0.9495286036184778, 0.6936561828810824, 0.5540323917755102, 0.5658950810488147, 0.0728727034386275, 0.7300914729150063, 0.494226642260836, 0.6849064399294361, 0.04068366763636466, 0.9238335391290802]",complete
PRDA.S1CCCZI,2007.03,582.0,FINAL,Index,37.03,-0.96,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-07-30,2021-07-30,Index,,,"[0.0026621499133061555, 0.003416444301856836, 0.281496338963659, 0.54420575784881, 0.6728858445706126, 0.2739160852982867, 0.7848314724126267, 0.37645215869343784, 0.6794990168012861, 0.4559141056475966]",complete
PRDA.S1CCCZI,2008.03,577.0,FINAL,Index,37.04,-0.96,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-07-31,2021-07-31,Index,,,"[0.9650771196580683, 0.8519076126944711, 0.4248491043683903, 0.6994155963973671, 0.4683254474146803, 0.5895812049070696, 0.610975606357153, 0.7280446140041388, 0.6188328752965047, 0.7008097952887586]",complete
PRDA.S1CCCZI,2009.03,516.0,FINAL,Index,37.04,-0.95,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-01,2021-08-01,Index,,,"[0.4123814767696914, 0.014194813175823717, 0.31205863381147203, 0.40621677659521727, 0.9019218051380652, 0.5972450366885111, 0.5782945278849234, 0.34857329712965746, 0.5325240938369862, 0.8730516079186925]",complete
PRDA.S1CCCZI,2010.03,513.0,FINAL,Index,36.96,-0.72,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-02,2021-08-02,Index,,,"[0.7713707375284676, 0.08321082121857781, 0.6434886574828875, 0.08377855623325592, 0.300038869667984, 0.6758409598569538, 0.6047703060879767, 0.42455198315190934, 0.3184901849136639, 0.9418497091061747]",complete
PRDA.S1CCCZI,2011.03,533.0,FINAL,Index,36.95,-0.72,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-03,2021-08-03,Index,,,"[0.22065248737230858, 0.26213516525441616, 0.6076446568870111, 0.9573186854910756, 0.8823535497978174, 0.7245676259468578, 0.15191330092163868, 0.9747987387598546, 0.5111584967953664, 0.07050628938610104]",complete
PRDA.S1CCCZI,2012.03,527.0,FINAL,Index,36.95,-0.72,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-04,2021-08-04,Index,,,"[0.8755116848002545, 0.9128730842995266, 0.07181827813128028, 0.5196190807946577, 0.9008091647986921, 0.4979605829000978, 0.6052856139383463, 0.19765836600223086, 0.43624413168782705, 0.7837882779798685]",complete
PRDA.S1CCCZI,2013.03,532.0,FINAL,Index,36.86,-0.7,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-05,2021-08-05,Index,,,"[0.9891511844491997, 0.21799069789197867, 0.37790249998693515, 0.561414621702795, 0.08170783710888108, 0.30404427964715486, 0.32834678147106544, 0.46021980024149234, 0.12272954216043197, 0.3025617440262912]",complete
PRDA.S1CCCZI,2014.03,533.0,FINAL,Index,36.95,-0.71,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-06,2021-08-06,Index,,,"[0.44761384959232364, 0.18874188986950557, 0.09290350550337856, 0.6366785951833901, 0.22362582740307235, 0.7601664646506802, 0.7107627385354357, 0.05248461381344005, 0.31368364243638847, 0.5645400669682779]",complete
PRDA.S1CCCZI,2015.03,537.0,FINAL,Index,36.95,-0.71,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-07,2021-08-07,Index,,,"[0.16133892631884583, 0.12841562349054625, 0.07709363557641835, 0.17134759185244353, 0.9581861068824511, 0.4423864293753019, 0.5482319099930337, 0.5282212285143664, 0.3363123767748556, 0.28854463537832586]",complete
PRDA.S1CCCZI,2016.03,545.0,FINAL,Index,36.94,-0.71,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-08,2021-08-08,Index,,,"[0.2344903826075324, 0.6679604645154359, 0.1628049071914731, 0.7267403677684946, 0.33285744790348215, 0.8982408743289695, 0.621932134414313, 0.8306419808166206, 0.5054475846964633, 0.28557757616745383]",complete
PRDA.S1CCCZI,2017.03,557.0,FINAL,Index,36.94,-0.71,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-09,2021-08-09,Index,,,"[0.1850568067387901, 0.14436543315297923, 0.4581342649922695, 0.9543668906578129, 0.869122599301475, 0.6132395300973512, 0.6458089940272719, 0.023322949817464966, 0.29140276814144384, 0.549726784535268]",complete
PRDA.S1CCCZI,2018.03,564.0,FINAL,Index,36.94,-0.71,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-10,2021-08-10,Index,,,"[0.11772399543784762, 0.5211136673434131, 0.9871863736909197, 0.3020626611709283, 0.9704755992673989, 0.2830066195498785, 0.6540365802115783, 0.022553517760133812, 0.3507159649142937, 0.5062902078373133]",complete
PRDA.S1CCCZI,2019.03,562.0,FINAL,Index,36.93,-0.71,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-11,2021-08-11,Index,,,"[0.5731827148606149, 0.289621360616951, 0.032936078328280716, 0.6504302672137214, 0.6358350821241744, 0.15147851703541237, 0.5230641115214556, 0.7275368002026367, 0.006069799743511739, 0.5469369708088972]",complete
PRDA.S1CCCZI,2020.03,550.0,FINAL,Index,36.93,-0.72,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-12,2021-08-12,Index,,,"[0.2910967282552622, 0.6392216361010725, 0.35849320895538794, 0.8387218054250615, 0.004543119344855073, 0.6945106522884791, 0.2087593669987341, 0.1399749045141805, 0.08912051169083135, 0.37459320557631426]",complete
PRDA.S1CCCZI,2021.03,551.0,REVISED,Index,36.92,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-13,2021-08-13,Index,,,"[0.16268979398137573, 0.34771198525352665, 0.9502730382971226, 0.35442389820789855, 0.9272673454861491, 0.8364711848301809, 0.8801483011239458, 0.033125647857975005, 0.665724608048755, 0.9478674984990267]",complete
PRDA.S1CCCZI,2022.03,538.0,REVISED,Index,36.92,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-14,2021-08-14,Index,,,"[0.7861864117935387, 0.260321452628242, 0.25713691562723706, 0.6959259244848709, 0.28173540750521875, 0.16082453181359146, 0.14170390709427938, 0.6938599054009528, 0.009933773352822084, 0.3998933055667673]",complete
PRDA.S1CCCZI,2023.03,504.0,PROVISIONAL,Index,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-15,2021-08-15,Index,,,"[0.6669065835189125, 0.5345876736631726, 0.42588590557886574, 0.7090170653398128, 0.14017960573225796, 0.6723360836088066, 0.6098279132297343, 0.20551203116575012, 0.9218128931740788, 0.4651215634418957]",complete
PRDA.S1CCCZP,1979.03,-1.5,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-16,2021-08-16,Percentage Change,,,"[0.397119907534247, 0.06735167804475661, 0.7324685864251609, 0.20455979694169002, 0.4583101712948965, 0.15994436374565046, 0.2295854158074695, 0.818276944136746, 0.3781066008691172, 0.08337498117163411]",complete
PRDA.S1CCCZP,1980.03,2.8,FINAL,Percent,36.91,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-17,2021-08-17,Percentage Change,,,"[0.2625384257300889, 0.16997451283501863, 0.7108475591539057, 0.7077049039864608, 0.3290600161680568, 0.559157050203478, 0.8006734410779074, 0.18590097060184962, 0.6141018023698968, 0.9379788220437014]",complete
PRDA.S1CCCZP,1981.03,-2.7,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-18,2021-08-18,Percentage Change,,,"[0.6408560544790687, 0.9740654757492848, 0.3673834140401582, 0.9991021924023137, 0.39452150275328857, 0.30170637604445205, 0.9309826623952371, 0.9953465423897111, 0.26542662378504256, 0.1292881285393097]",complete
PRDA.S1CCCZP,1982.03,-0.1,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-19,2021-08-19,Percentage Change,,,"[0.9006853680703389, 0.5859263067561897, 0.8050523556096091, 0.4020784816879396, 0.7507755587759266, 0.49757633389123923, 0.37162615046328296, 0.8347381613472793, 0.3336087240108663, 0.4556098109043982]",complete
PRDA.S1CCCZP,1983.03,-13.4,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-20,2021-08-20,Percentage Change,,,"[0.37199452350770434, 0.7226581273412012, 0.4000546750709737, 0.6530333601678906, 0.892243941463016, 0.1431315741942577, 0.5765606382335189, 0.031640106080013886, 0.18440175579507323, 0.26032355831354326]",complete
PRDA.S1CCCZP,1984.03,-8.3,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-21,2021-08-21,Percentage Change,,,"[0.24148225574745052, 0.27583534522031494, 0.024666763785456625, 0.35907103057276124, 0.22916701405575746, 0.9753418579636486, 0.9671402298388078, 0.0938804057439635, 0.398246478819555, 0.6011337850076816]",complete
PRDA.S1CCCZP,1985.03,0.0,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-22,2021-08-22,Percentage Change,,,"[0.06324171091559927, 0.8591645733332999, 0.1410398798436766, 0.7903126511877613, 0.16645231243555825, 0.635179963519699, 0.18413820165508388, 0.5406828883241713, 0.5447296309875803, 0.8795585388314249]",complete
PRDA.S1CCCZP,1986.03,-10.1,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-23,2021-08-23,Percentage Change,,,"[0.04690019969509607, 0.6129739503094735, 0.3753231633388442, 0.5894035824811724, 0.8677721729809229, 0.23819206632998147, 0.3006820905413119, 0.4524469031485253, 0.5316867653763048, 0.08164844151253281]",complete
PRDA.S1CCCZP,1987.03,-4.0,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-24,2021-08-24,Percentage Change,,,"[0.18852993144770203, 0.22256658725092426, 0.08379739093445027, 0.5577624541877366, 0.3873062056703278, 0.566673256157603, 0.6946454968220117, 0.27919255084566774, 0.845941633549608, 0.7979654977546751]",complete
PRDA.S1CCCZP,1988.03,-7.8,FINAL,Percent,36.99,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-25,2021-08-25,Percentage Change,,,"[0.05771386163779457, 0.5486793431914175, 0.4688276984496059, 0.3667005438532436, 0.5664170114669743, 0.6628868007365235, 0.640024037948182, 0.3186863094083876, 0.27157076665138413, 0.5304090274711792]",complete
PRDA.S1CCCZP,1989.03,-3.0,FINAL,Percent,36.91,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-26,2021-08-26,Percentage Change,,,"[0.8159582015961403, 0.07241037694516961, 0.517561337330294, 0.3758743746349109, 0.4222601109999996, 0.4840541406425086, 0.9436870002921031, 0.5853169438068615, 0.7313469557719431, 0.35351749817970446]",complete
PRDA.S1CCCZP,1990.03,-6.2,FINAL,Percent,36.9,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-27,2021-08-27,Percentage Change,,,"[0.378463082245999, 0.41804956169723506, 0.5282388783426596, 0.1788603091481774, 0.6111782591903572, 0.7506512479286499, 0.03439002639966082, 0.23060907480868653, 0.7841961760353712, 0.4353037329909293]",complete
PRDA.S1CCCZP,1991.03,-4.4,FINAL,Percent,36.9,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-28,2021-08-28,Percentage Change,,,"[0.04102695236555598, 0.7225583968977896, 0.40577513357114015, 0.3703841943941901, 0.8516747067017789, 0.6771943916706051, 0.24727541178708712, 0.006851191283098079, 0.23434911714679374, 0.8757108600886451]",complete
PRDA.S1CCCZP,1992.03,-2.4,FINAL,Percent,36.89,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-29,2021-08-29,Percentage Change,,,"[0.8168827208161834, 0.1130838350445389, 0.9621777422795121, 0.07804970419938051, 0.18356765365774919, 0.15452293465390077, 0.487743525148572, 0.6898541153913957, 0.19041341601958284, 0.0487656087989049]",complete
PRDA.S1CCCZP,1993.03,4.1,FINAL,Percent,36.9,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-30,2021-08-30,Percentage Change,,,"[0.03698872715897483, 0.768800896031544, 0.3875675227705152, 0.11329679621056932, 0.6753607495720148, 0.4319728702358824, 0.7456052957658291, 0.6551038729735601, 0.5684830356876611, 0.3617628239186579]",complete
PRDA.S1CCCZP,1994.03,3.7,FINAL,Percent,36.97,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-08-31,2021-08-31,Percentage Change,,,"[0.8015346803033501, 0.9331880145358833, 0.6183452068215183, 0.0739445770945294, 0.11515221387931995, 0.4959598917826028, 0.23928662602776685, 0.624807643000797, 0.730637853713844, 0.49940291793690783]",complete
PRDA.S1CCCZP,1995.03,2.6,FINAL,Percent,36.97,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-01,2021-09-01,Percentage Change,,,"[0.788100124703636, 0.0045436407548807844, 0.8687455366240235, 0.03630919823859169, 0.8259039435090185, 0.36099994121241286, 0.46239526705158907, 0.8723770425842091, 0.017670251769533185, 0.4165373872314717]",complete
PRDA.S1CCCZP,1996.03,-1.2,FINAL,Percent,36.97,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-02,2021-09-02,Percentage Change,,,"[0.06811628112013313, 0.59891811837954, 0.7793384419772369, 0.9635056861825335, 0.9914604876631588, 0.928547102835619, 0.9122420035432979, 0.23103995546622047, 0.6432450740847864, 0.9081658132180273]",complete
PRDA.S1CCCZP,1997.03,-0.5,FINAL,Percent,36.88,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-03,2021-09-03,Percentage Change,,,"[0.31825922288333586, 0.07555436327673792, 0.5709491763918917, 0.8223404781886473, 0.353718173472521, 0.2514176022824536, 0.26203932440377486, 0.11854143041624521, 0.9423047005128409, 0.8838860986513598]",complete
PRDA.S1CCCZP,1998.03,0.8,FINAL,Percent,36.89,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-04,2021-09-04,Percentage Change,,,"[0.6603630406423586, 0.08691770120793263, 0.32192342556847986, 0.6548216870977263, 0.2689384258820757, 0.20712915614901328, 0.13313039225225032, 0.543715766187794, 0.5319273319347476, 0.7296775340458952]",complete
PRDA.S1CCCZP,1999.03,-2.1,FINAL,Percent,36.89,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-05,2021-09-05,Percentage Change,,,"[0.8684459429607021, 0.16842208899529476, 0.6332583711874022, 0.9294634104269051, 0.19845063324964796, 0.8149401855846319, 0.7353263124190841, 0.984675217335994, 0.7190502597452336, 0.7386979102546584]",complete
PRDA.S1CCCZP,2000.03,3.6,FINAL,Percent,36.89,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-06,2021-09-06,Percentage Change,,,"[0.31104997393231204, 0.5513538104003428, 0.006224218886244026, 0.27080810969694824, 0.39081152207187064, 0.15814780588504918, 0.35135073266945704, 0.6971328892461225, 0.10091763919718, 0.7507934257963143]",complete
PRDA.S1CCCZP,2001.03,1.1,FINAL,Percent,36.89,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-07,2021-09-07,Percentage Change,,,"[0.30550867176004126, 0.6740603742647756, 0.37411181719366826, 0.2684373630972756, 0.0631773014213961, 0.622989920241513, 0.30032539246449974, 0.5367681060419885, 0.9730765110394622, 0.73043217115782]",complete
PRDA.S1CCCZP,2002.03,-1.9,FINAL,Percent,36.89,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-08,2021-09-08,Percentage Change,,,"[0.0395634412998811, 0.66364770237894, 0.3945452406214216, 0.3711825326946624, 0.12713032732396723, 0.4603567384474182, 0.26696881859950095, 0.9750956913094423, 0.8972072735887154, 0.5991311723524085]",complete
PRDA.S1CCCZP,2003.03,6.2,FINAL,Percent,36.88,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-09,2021-09-09,Percentage Change,,,"[0.6537744904592464, 0.1853218813429105, 0.8762704876590679, 0.5085282061944618, 0.4032296214952077, 0.873664477316745, 0.7118921116141405, 0.3708361750044352, 0.37314651555568323, 0.7223113625585861]",complete
PRDA.S1CCCZP,2004.03,0.4,FINAL,Percent,36.88,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-10,2021-09-10,Percentage Change,,,"[0.6460708573792815, 0.5534349371806948, 0.5756853792733464, 0.053360119146549034, 0.6896622678942125, 0.3966548543954975, 0.8821485382427382, 0.07412099369462588, 0.43249040064652744, 0.0035860957224455037]",complete
PRDA.S1CCCZP,2005.03,-0.4,FINAL,Percent,36.88,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-11,2021-09-11,Percentage Change,,,"[0.6243445346023908, 0.43702563061833555, 0.7377321281253217, 0.701559258332969, 0.6334645663717728, 0.5523671401287863, 0.5256719046599625, 0.42882353174576693, 0.3314694383353636, 0.8241633060071357]",complete
PRDA.S1CCCZP,2006.03,-1.5,FINAL,Percent,36.88,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-12,2021-09-12,Percentage Change,,,"[0.428168514941197, 0.8886299081888791, 0.5731356846516006, 0.5385456000905378, 0.8985732861399771, 0.47616960460825397, 0.4606924968384728, 0.0523219575818884, 0.31241369810519504, 0.861912128537175]",complete
PRDA.S1CCCZP,2007.03,-4.7,FINAL,Percent,36.88,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-13,2021-09-13,Percentage Change,,,"[0.15830808927424556, 0.8789881122791774, 0.6527018742132713, 0.04755405661565637, 0.5203958886060628, 0.9571539384132562, 0.8198778663533897, 0.2376574000271352, 0.038663084684128934, 0.7887002294185929]",complete
PRDA.S1CCCZP,2008.03,-0.9,FINAL,Percent,36.88,-0.67,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-14,2021-09-14,Percentage Change,,,"[0.09857246470248449, 0.31613640830461587, 0.991025219825242, 0.07541167419763317, 0.6757562351592968, 0.1058089703633579, 0.9986485344424632, 0.24307792946807372, 0.8615171836311408, 0.8196627551206984]",complete
PRDA.S1CCCZP,2009.03,-10.5,FINAL,Percent,36.97,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-15,2021-09-15,Percentage Change,,,"[0.8180249269450487, 0.8675265916063505, 0.10336212680430845, 0.5974775672102484, 0.10445362016907167, 0.248560519283907, 0.6081780444611166, 0.5803219638052663, 0.05684117528156718, 0.16807002414603167]",complete
PRDA.S1CCCZP,2010.03,-0.7,FINAL,Percent,36.88,-0.67,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-16,2021-09-16,Percentage Change,,,"[0.008303503393872425, 0.309375842372575, 0.5833869469427737, 0.523720919302798, 0.8191242741340077, 0.0618806118051618, 0.9870551176451372, 0.7857341009618326, 0.9840263571243308, 0.5391794044235528]",complete
PRDA.S1CCCZP,2011.03,3.9,FINAL,Percent,36.98,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-17,2021-09-17,Percentage Change,,,"[0.5880980588235595, 0.6496299632891815, 0.25184250035037503, 0.9174766596195342, 0.7615772077164148, 0.006813203784845845, 0.6969071479725651, 0.5478746197332546, 0.4412289642910693, 0.05955580664821747]",complete
PRDA.S1CCCZP,2012.03,-1.0,FINAL,Percent,36.98,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-18,2021-09-18,Percentage Change,,,"[0.561634964941564, 0.524221713561775, 0.04698739669276919, 0.36825580058225593, 0.3339133274815037, 0.023463784003439292, 0.5625351247959929, 0.5056731499957882, 0.5454935670669429, 0.43733090536683117]",complete
PRDA.S1CCCZP,2013.03,0.9,FINAL,Percent,36.98,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-19,2021-09-19,Percentage Change,,,"[0.5417476523024499, 0.41173761527438546, 0.9241815996883059, 0.5264576608866524, 0.4711703972035851, 0.5803091903597115, 0.25065378628417945, 0.0356760447543385, 0.5160854900041436, 0.5831965578630285]",complete
PRDA.S1CCCZP,2014.03,0.2,FINAL,Percent,36.98,-0.69,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-20,2021-09-20,Percentage Change,,,"[0.25125276529401286, 0.8244167139430797, 0.057905549829143754, 0.07869281882507628, 0.32682741273984217, 0.5885693822849941, 0.6724889616148167, 0.760219339815564, 0.5862413605618075, 0.5632859860397429]",complete
PRDA.S1CCCZP,2015.03,0.7,FINAL,Percent,36.88,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-21,2021-09-21,Percentage Change,,,"[0.7978340052095025, 0.7959036206506958, 0.379294697211203, 0.08302875637053797, 0.7495750871366862, 0.7126858487724516, 0.34201755690816604, 0.2542093717559475, 0.3245170761679067, 0.7804499243041052]",complete
PRDA.S1CCCZP,2016.03,1.5,FINAL,Percent,36.88,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-22,2021-09-22,Percentage Change,,,"[0.8447118587470193, 0.8704525204368244, 0.7550402066779559, 0.2307322040195282, 0.07466276445702835, 0.13681160075424192, 0.643484785248511, 0.5843368652565323, 0.6528642086200739, 0.6912167280359983]",complete
PRDA.S1CCCZP,2017.03,2.2,FINAL,Percent,36.89,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-23,2021-09-23,Percentage Change,,,"[0.35887439252311937, 0.038353114282185685, 0.33058977852385474, 0.9329660808423945, 0.7899122224614967, 0.8633758484677228, 0.4548317390671123, 0.7014926058121359, 0.6473898226645339, 0.8000831600862827]",complete
PRDA.S1CCCZP,2018.03,1.3,FINAL,Percent,36.89,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-24,2021-09-24,Percentage Change,,,"[0.09586127005612943, 0.881212145513981, 0.6399707094138631, 0.5913988386235554, 0.4033921895452989, 0.3607311037508405, 0.7027237514053839, 0.2111910837109997, 0.605794321977054, 0.2855239326927499]",complete
PRDA.S1CCCZP,2019.03,-0.4,FINAL,Percent,36.89,-0.66,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-25,2021-09-25,Percentage Change,,,"[0.3206750560382815, 0.8769192026024719, 0.3944811744645025, 0.6775050801881868, 0.8748668340280119, 0.7523210639328168, 0.8860597850416766, 0.02054839927333485, 0.4375892597118364, 0.1996264676442253]",complete
PRDA.S1CCCZP,2020.03,-2.3,REVISED,Percent,36.97,-0.68,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,training,2020-09-26,2021-09-26,Percentage Change,,,"[0.42725144994580944, 0.9064462615324294, 0.8125286846575371, 0.3221530968354631, 0.11180679916967351, 0.8314867384962509, 0.2882169565245678, 0.27569768142062034, 0.41987966720316183, 0.37446563813241673]",complete
