Name,class,lon,lat,subset,start_date,end_date
Maize,7,37.20654769,-0.753512014,training,31/01/2021,31/01/2022
Maize,7,37.1715699,-0.742230331,training,01/02/2021,01/02/2022
Maize,7,37.20723057,-0.744151487,training,02/02/2021,02/02/2022
Maize,7,37.20335502,-0.74445285,training,03/02/2021,03/02/2022
Maize,7,37.23667089,-0.744906908,training,04/02/2021,04/02/2022
Maize,7,37.20972033,-0.744536544,training,05/02/2021,05/02/2022
Maize,7,37.22785802,-0.766529525,training,06/02/2021,06/02/2022
Beans,12,37.23653183,-0.744554884,training,07/02/2021,07/02/2022
Maize,7,37.20745462,-0.75630786,training,08/02/2021,08/02/2022
Maize,7,37.1988599,-0.7481621,training,09/02/2021,09/02/2022
Maize,7,37.23346861,-0.726285349,training,10/02/2021,10/02/2022
Maize,7,37.20290947,-0.742782077,training,11/02/2021,11/02/2022
Maize,7,37.22569655,-0.757101992,training,12/02/2021,12/02/2022
Maize,7,37.18530054,-0.744952971,training,13/02/2021,13/02/2022
Maize,7,37.21505923,-0.753883053,training,14/02/2021,14/02/2022
Maize,7,37.23768582,-0.723297538,training,15/02/2021,15/02/2022
Maize,7,37.19470688,-0.747722932,training,16/02/2021,16/02/2022
Maize,7,37.22255161,-0.765298306,training,17/02/2021,17/02/2022
Maize,7,37.1946702,-0.7472551,training,18/02/2021,18/02/2022
Maize,7,37.19790142,-0.746768875,training,19/02/2021,19/02/2022
Maize,7,37.20985883,-0.753122131,training,20/02/2021,20/02/2022
Beans,12,37.23133165,-0.761016611,training,21/02/2021,21/02/2022
Maize,7,37.18332081,-0.744266718,training,22/02/2021,22/02/2022
Maize,7,37.22422319,-0.756371861,training,23/02/2021,23/02/2022
Maize,7,37.18654822,-0.743461852,training,24/02/2021,24/02/2022
Maize,7,37.22687002,-0.743296451,training,25/02/2021,25/02/2022
Maize,7,37.19131163,-0.742700968,training,26/02/2021,26/02/2022
Maize,7,37.22763484,-0.766746115,training,27/02/2021,27/02/2022
Maize,7,37.21120588,-0.744435941,training,28/02/2021,28/02/2022
Maize,7,37.20648284,-0.744518335,training,01/03/2021,01/03/2022
Maize,7,37.23077764,-0.743666601,training,02/03/2021,02/03/2022
Maize,7,37.18867985,-0.744522341,training,03/03/2021,03/03/2022
Maize,7,37.23326917,-0.744344009,training,04/03/2021,04/03/2022
Maize,7,37.20717046,-0.758316487,training,05/03/2021,05/03/2022
Maize,7,37.23115024,-0.743376435,training,06/03/2021,06/03/2022
Maize,7,37.18789256,-0.742268425,training,07/03/2021,07/03/2022
Maize,7,37.22089582,-0.743490552,training,08/03/2021,08/03/2022
Maize,7,37.21801139,-0.725600595,training,09/03/2021,09/03/2022
Maize,7,37.21987213,-0.764232275,training,10/03/2021,10/03/2022
Maize,7,37.24709531,-0.72603981,training,11/03/2021,11/03/2022
Maize,7,37.20898741,-0.760914786,training,12/03/2021,12/03/2022
Maize,7,37.22518641,-0.743164176,training,13/03/2021,13/03/2022
Maize,7,37.15916728,-0.655777093,training,14/03/2021,14/03/2022
Maize,7,37.15916728,-0.655777093,training,15/03/2021,15/03/2022
Maize,7,37.16185336,-0.746161536,training,16/03/2021,16/03/2022
Maize,7,37.15618408,-0.744677896,training,17/03/2021,17/03/2022
Maize,7,37.14531641,-0.744101488,training,18/03/2021,18/03/2022
Beans,12,37.14446164,-0.743451534,training,19/03/2021,19/03/2022
Maize,7,37.13798018,-0.742400032,training,20/03/2021,20/03/2022
Beans,12,37.12461734,-0.689989259,training,21/03/2021,21/03/2022
Maize,7,37.11532052,-0.673036973,training,22/03/2021,22/03/2022
Maize,7,37.11496566,-0.672829953,training,23/03/2021,23/03/2022
Maize,7,37.12423741,-0.743998332,training,24/03/2021,24/03/2022
Maize,7,37.1239608,-0.744024825,training,25/03/2021,25/03/2022
Maize,7,37.1163098,-0.7441249,training,26/03/2021,26/03/2022
Maize,7,37.10778125,-0.743892186,training,27/03/2021,27/03/2022
Maize,7,37.1003155,-0.7442483,training,28/03/2021,28/03/2022
Maize,7,37.09968117,-0.745086672,training,29/03/2021,29/03/2022
Maize,7,37.0994813,-0.7452573,training,30/03/2021,30/03/2022
Maize,7,37.0995532,-0.7448898,training,31/03/2021,31/03/2022
Maize,7,37.09345613,-0.735822871,training,01/04/2021,01/04/2022
Maize,7,37.09331255,-0.735645389,training,02/04/2021,02/04/2022
Maize,7,37.09076137,-0.734996073,training,03/04/2021,03/04/2022
Maize,7,37.09063431,-0.734961359,training,04/04/2021,04/04/2022
Maize,7,37.07239181,-0.732209312,training,05/04/2021,05/04/2022
Maize,7,37.0657302,-0.731508768,training,06/04/2021,06/04/2022
Bananas,20,37.0607727,-0.7267421,training,07/04/2021,07/04/2022
Arrowroot,16,37.0548687,-0.7186812,training,08/04/2021,08/04/2022
Maize,7,37.0543843,-0.7186859,training,09/04/2021,09/04/2022
Bananas,20,37.0563854,-0.714093,training,10/04/2021,10/04/2022
Bananas,20,37.0715066,-0.7192661,training,11/04/2021,11/04/2022
Maize,7,37.10077547,-0.727275478,training,12/04/2021,12/04/2022
Avocado,8,37.1093691,-0.7251457,training,13/04/2021,13/04/2022
Beans,12,37.1090827,-0.7252321,training,14/04/2021,14/04/2022
Maize,7,37.10930116,-0.72566566,training,15/04/2021,15/04/2022
Maize,7,37.12879774,-0.721960069,training,16/04/2021,16/04/2022
Maize,7,37.14311195,-0.720188607,training,17/04/2021,17/04/2022
Maize,7,37.0863164,-0.7246474,training,18/04/2021,18/04/2022
Maize,7,37.0718931,-0.7190735,training,19/04/2021,19/04/2022
Bananas,20,37.0719613,-0.7190578,training,20/04/2021,20/04/2022
Maize,7,37.03265922,-0.714412438,training,21/04/2021,21/04/2022
Maize,7,37.0294573,-0.7158395,training,22/04/2021,22/04/2022
Maize,7,37.0294229,-0.7158453,training,23/04/2021,23/04/2022
Maize,7,37.0252217,-0.718466,training,24/04/2021,24/04/2022
Maize,7,37.02498367,-0.723721515,training,25/04/2021,25/04/2022
Maize,7,37.02537954,-0.723859012,training,26/04/2021,26/04/2022
Arrowroot,16,37.02444404,-0.723681523,training,27/04/2021,27/04/2022
Bananas,20,37.02586746,-0.728226904,training,28/04/2021,28/04/2022
Maize,7,37.0260298,-0.7278265,training,29/04/2021,29/04/2022
Maize,7,37.0260409,-0.7277977,training,30/04/2021,30/04/2022
Maize,7,37.02648709,-0.727981563,training,01/05/2021,01/05/2022
Maize,7,37.0288491,-0.7275825,training,02/05/2021,02/05/2022
Maize,7,37.03759657,-0.727484808,training,03/05/2021,03/05/2022
Maize,7,37.0438806,-0.7284518,training,04/05/2021,04/05/2022
Bananas,20,37.0439059,-0.7284189,training,05/05/2021,05/05/2022
Bananas,20,37.04612351,-0.732051909,training,06/05/2021,06/05/2022
Maize,7,37.04831893,-0.733376139,training,07/05/2021,07/05/2022
Maize,7,37.04821841,-0.733321926,training,08/05/2021,08/05/2022
Maize,7,37.04844053,-0.733843388,training,09/05/2021,09/05/2022
Maize,7,37.05446799,-0.735000729,training,10/05/2021,10/05/2022
Beans,12,37.0585787,-0.7331453,training,11/05/2021,11/05/2022
Maize,7,37.05851315,-0.733205891,training,12/05/2021,12/05/2022
Maize,7,37.06517652,-0.732435426,training,13/05/2021,13/05/2022
Maize,7,37.07205749,-0.732482387,training,14/05/2021,14/05/2022
Maize,7,37.07642817,-0.734043086,training,15/05/2021,15/05/2022
Maize,7,37.0781493,-0.7349508,training,16/05/2021,16/05/2022
Beans,12,37.07959703,-0.735113265,training,17/05/2021,17/05/2022
Maize,7,37.0799407,-0.7349086,training,18/05/2021,18/05/2022
Maize,7,37.08008419,-0.734107028,training,19/05/2021,19/05/2022
Maize,7,37.07998549,-0.734159303,training,20/05/2021,20/05/2022
Maize,7,37.08016186,-0.733756129,training,21/05/2021,21/05/2022
Maize,7,37.08476567,-0.733907913,training,22/05/2021,22/05/2022
Maize,7,37.08694611,-0.733703141,training,23/05/2021,23/05/2022
Maize,7,37.08774366,-0.733632575,training,24/05/2021,24/05/2022
Maize,7,37.0919545,-0.7346398,training,25/05/2021,25/05/2022
Maize,7,37.09324263,-0.735466304,training,26/05/2021,26/05/2022
Maize,7,37.0942414,-0.7368867,training,27/05/2021,27/05/2022
Maize,7,37.09698515,-0.739902225,training,28/05/2021,28/05/2022
Maize,7,37.09705844,-0.739949132,training,29/05/2021,29/05/2022
Bananas,20,37.09779548,-0.742787973,training,30/05/2021,30/05/2022
Maize,7,37.09761435,-0.743021729,training,31/05/2021,31/05/2022
Maize,7,37.0962167,-0.7460249,training,01/06/2021,01/06/2022
Maize,7,37.0962845,-0.7459357,training,02/06/2021,02/06/2022
Maize,7,37.0961562,-0.7462252,training,03/06/2021,03/06/2022
Maize,7,37.0973359,-0.7459953,training,04/06/2021,04/06/2022
Bananas,20,37.0975071,-0.7460019,training,05/06/2021,05/06/2022
Maize,7,37.0973649,-0.7462986,training,06/06/2021,06/06/2022
Maize,7,37.0975532,-0.7484442,training,07/06/2021,07/06/2022
Maize,7,37.0972902,-0.7487712,training,08/06/2021,08/06/2022
Kales,28,37.0964808,-0.7497623,training,09/06/2021,09/06/2022
Maize,7,37.0967715,-0.749757,training,10/06/2021,10/06/2022
Maize,7,37.09690277,-0.749640385,training,11/06/2021,11/06/2022
Maize,7,37.09838078,-0.750069112,training,12/06/2021,12/06/2022
Maize,7,37.1006151,-0.7506903,training,13/06/2021,13/06/2022
Maize,7,37.10283878,-0.751589469,training,14/06/2021,14/06/2022
Bananas,20,37.1034212,-0.7479236,training,15/06/2021,15/06/2022
Maize,7,37.1052508,-0.7470729,training,16/06/2021,16/06/2022
Maize,7,37.10720111,-0.744894069,training,17/06/2021,17/06/2022
Maize,7,37.10787307,-0.744288119,training,18/06/2021,18/06/2022
Maize,7,37.11219984,-0.743910895,training,19/06/2021,19/06/2022
Maize,7,37.12001131,-0.741970445,training,20/06/2021,20/06/2022
Maize,7,37.123109,-0.7418911,training,21/06/2021,21/06/2022
Maize,7,37.13080735,-0.738242093,training,22/06/2021,22/06/2022
Maize,7,37.13347878,-0.73724421,training,23/06/2021,23/06/2022
Maize,7,37.13872103,-0.734469635,training,24/06/2021,24/06/2022
Maize,7,37.13854171,-0.734540838,training,25/06/2021,25/06/2022
Maize,7,37.2186256,-0.823448,training,26/06/2021,26/06/2022
Maize,7,37.221167,-0.8150606,training,27/06/2021,27/06/2022
Mango,11,37.22243653,-0.883776945,training,28/06/2021,28/06/2022
Mango,11,37.21927,-0.8093783,training,29/06/2021,29/06/2022
Mango,11,37.2275191,-0.803756,training,30/06/2021,30/06/2022
Maize,7,37.1228565,-0.9434245,training,01/07/2021,01/07/2022
Shrub,9,37.1196817,-0.9459018,training,02/07/2021,02/07/2022
Maize,7,37.1227226,-0.9434831,training,03/07/2021,03/07/2022
Shrub,9,37.2276651,-0.804213,training,04/07/2021,04/07/2022
Maize,7,37.2250801,-0.8059079,training,05/07/2021,05/07/2022
Maize,7,37.22349,-0.8932617,training,06/07/2021,06/07/2022
Mango,11,37.2146336,-0.8078206,training,07/07/2021,07/07/2022
Maize,7,37.2127883,-0.8014782,training,08/07/2021,08/07/2022
Maize,7,37.12626203,-0.907583454,training,09/07/2021,09/07/2022
Kunde,31,37.203472,-0.7995071,training,10/07/2021,10/07/2022
Maize,7,37.21335146,-0.894695758,training,11/07/2021,11/07/2022
Maize,7,37.20050124,-0.894890624,training,12/07/2021,12/07/2022
Maize,7,37.2082187,-0.8013041,training,13/07/2021,13/07/2022
Beans,12,37.1989606,-0.8090328,training,14/07/2021,14/07/2022
Maize,7,37.1933702,-0.8215405,training,15/07/2021,15/07/2022
Maize,7,37.12523258,-0.905872108,training,16/07/2021,16/07/2022
Beans,12,37.12497305,-0.905868249,training,17/07/2021,17/07/2022
Maize,7,37.12480904,-0.905874037,training,18/07/2021,18/07/2022
Beans,12,37.13044059,-0.912566035,training,19/07/2021,19/07/2022
Maize,7,37.1240394,-0.9059508,training,20/07/2021,20/07/2022
Bananas,20,37.123358,-0.9068009,training,21/07/2021,21/07/2022
Maize,7,37.1960207,-0.8262386,training,22/07/2021,22/07/2022
Potatoes,15,37.1313391,-0.917011,training,23/07/2021,23/07/2022
Maize,7,37.1984208,-0.8297658,training,24/07/2021,24/07/2022
Maize,7,37.1895549,-0.820737,training,25/07/2021,25/07/2022
Maize,7,37.1809633,-0.8908916,training,26/07/2021,26/07/2022
Maize,7,37.19097815,-0.87688038,training,27/07/2021,27/07/2022
Bananas,20,37.1865817,-0.8213817,training,28/07/2021,28/07/2022
Bananas,20,37.1704883,-0.8153055,training,29/07/2021,29/07/2022
Maize,7,37.1613996,-0.8033003,training,30/07/2021,30/07/2022
Maize,7,37.1628863,-0.7950976,training,31/07/2021,31/07/2022
Beans,12,37.1679798,-0.8704857,training,01/08/2021,01/08/2022
Maize,7,37.1686973,-0.8751649,training,02/08/2021,02/08/2022
Avocado,8,37.15705,-0.8768853,training,03/08/2021,03/08/2022
Maize,7,37.1621088,-0.7672196,training,04/08/2021,04/08/2022
Bananas,20,37.1577662,-0.7831319,training,05/08/2021,05/08/2022
Maize,7,37.15998,-0.7801833,training,06/08/2021,06/08/2022
Beans,12,37.14177317,-0.782093084,training,07/08/2021,07/08/2022
Bananas,20,37.14721756,-0.776879769,training,08/08/2021,08/08/2022
Shrub,9,37.1568919,-0.747072,training,09/08/2021,09/08/2022
Maize,7,37.12204294,-0.906168265,training,10/08/2021,10/08/2022
Coffee,18,37.15256836,-0.762507425,training,11/08/2021,11/08/2022
Maize,7,37.1847297,-0.7655597,training,12/08/2021,12/08/2022
Maize,7,37.1821731,-0.7659865,training,13/08/2021,13/08/2022
Maize,7,37.1754809,-0.7679563,training,14/08/2021,14/08/2022
Maize,7,37.1693618,-0.7672643,training,15/08/2021,15/08/2022
Shrub,9,37.1806295,-0.7759229,training,16/08/2021,16/08/2022
Maize,7,37.1396283,-0.8215157,training,17/08/2021,17/08/2022
Maize,7,37.1441069,-0.8216051,training,18/08/2021,18/08/2022
Bananas,20,37.146256,-0.831072,training,19/08/2021,19/08/2022
Maize,7,37.15032,-0.8375934,training,20/08/2021,20/08/2022
Maize,7,37.1492381,-0.8442218,training,21/08/2021,21/08/2022
Maize,7,37.0559282,-0.7879298,training,22/08/2021,22/08/2022
Maize,7,37.0656579,-0.785357673,training,23/08/2021,23/08/2022
Maize,7,37.0759214,-0.7868269,training,24/08/2021,24/08/2022
Maize,7,37.08924349,-0.791807738,training,25/08/2021,25/08/2022
Bananas,20,37.09460201,-0.792371129,training,26/08/2021,26/08/2022
Coffee,18,37.0966941,-0.7917252,training,27/08/2021,27/08/2022
Maize,7,37.0986103,-0.7890276,training,28/08/2021,28/08/2022
Bananas,20,37.10514345,-0.78513193,training,29/08/2021,29/08/2022
Maize,7,37.1677403,-0.850409,training,30/08/2021,30/08/2022
Maize,7,37.1168835,-0.78512,training,31/08/2021,31/08/2022
Maize,7,37.1681093,-0.8538426,training,01/09/2021,01/09/2022
Sorghum,33,37.1704677,-0.8509823,training,02/09/2021,02/09/2022
Maize,7,37.1753966,-0.8517165,training,03/09/2021,03/09/2022
Maize,7,37.1226018,-0.9346493,training,04/09/2021,04/09/2022
Maize,7,37.1763314,-0.8540573,training,05/09/2021,05/09/2022
Kales,28,37.1220015,-0.9338115,training,06/09/2021,06/09/2022
Maize,7,37.166289,-0.8678471,training,07/09/2021,07/09/2022
Maize,7,37.1738045,-0.8670248,training,08/09/2021,08/09/2022
Maize,7,37.1770595,-0.8639864,training,09/09/2021,09/09/2022
Beans,12,37.12443421,-0.934756042,training,10/09/2021,10/09/2022
Maize,7,37.13355015,-0.931059888,training,11/09/2021,11/09/2022
Maize,7,37.2547382,-0.7910447,training,12/09/2021,12/09/2022
Mango,11,37.2330579,-0.7881833,training,13/09/2021,13/09/2022
Maize,7,37.2206995,-0.7821502,training,14/09/2021,14/09/2022
Beans,12,37.2136262,-0.7799385,training,15/09/2021,15/09/2022
Beans,12,37.2071817,-0.7827383,training,16/09/2021,16/09/2022
Bananas,20,37.2127759,-0.7894175,training,17/09/2021,17/09/2022
Maize,7,37.2207436,-0.78572,training,18/09/2021,18/09/2022
Maize,7,37.2824131,-0.9137969,training,19/09/2021,19/09/2022
Maize,7,37.2823425,-0.9141497,training,20/09/2021,20/09/2022
Maize,7,37.1256411,-0.9346443,training,21/09/2021,21/09/2022
Maize,7,37.1266916,-0.9335553,training,22/09/2021,22/09/2022
Maize,7,37.13135667,-0.932340495,training,23/09/2021,23/09/2022
Beans,12,37.13304508,-0.932198688,training,24/09/2021,24/09/2022
Maize,7,37.12913377,-0.932178429,training,25/09/2021,25/09/2022
Beans,12,37.12756886,-0.932467832,training,26/09/2021,26/09/2022
Bananas,20,37.2115599,-0.8881412,training,27/09/2021,27/09/2022
Bananas,20,37.2115831,-0.8871578,training,28/09/2021,28/09/2022
Maize,7,37.2139957,-0.8844118,training,29/09/2021,29/09/2022
Maize,7,37.22968365,-0.92540447,training,30/09/2021,30/09/2022
Maize,7,37.21419662,-0.881747722,training,01/10/2021,01/10/2022
Maize,7,37.21559993,-0.883705558,training,02/10/2021,02/10/2022
Maize,7,37.21871383,-0.89033634,training,03/10/2021,03/10/2022
Maize,7,37.21885807,-0.892534378,training,04/10/2021,04/10/2022
Maize,7,37.22207859,-0.889153151,training,05/10/2021,05/10/2022
Maize,7,37.22488423,-0.886232077,training,06/10/2021,06/10/2022
Maize,7,37.22686063,-0.883963613,training,07/10/2021,07/10/2022
Maize,7,37.22748004,-0.880732869,training,08/10/2021,08/10/2022
Maize,7,37.22636279,-0.879812555,training,09/10/2021,09/10/2022
Maize,7,37.22585048,-0.878907676,training,10/10/2021,10/10/2022
Coffee,18,37.22539413,-0.876938744,training,11/10/2021,11/10/2022
Maize,7,37.2258078,-0.8753867,training,12/10/2021,12/10/2022
Maize,7,37.22492331,-0.872461613,training,13/10/2021,13/10/2022
Maize,7,37.22665224,-0.870101977,training,14/10/2021,14/10/2022
Maize,7,37.2258611,-0.865513898,training,15/10/2021,15/10/2022
Maize,7,37.15558144,-0.932799198,training,16/10/2021,16/10/2022
Sorghum,33,37.2312437,-0.8685156,training,17/10/2021,17/10/2022
Maize,7,37.144786,-0.7957047,training,18/10/2021,18/10/2022
Maize,7,37.1463627,-0.7949687,training,19/10/2021,19/10/2022
Beans,12,37.1484151,-0.7949432,training,20/10/2021,20/10/2022
Avocado,8,37.1475778,-0.7994166,training,21/10/2021,21/10/2022
Maize,7,37.1432462,-0.800187,training,22/10/2021,22/10/2022
Bananas,20,37.1419456,-0.8076698,training,23/10/2021,23/10/2022
Tomatoes,34,37.1437736,-0.8093708,training,24/10/2021,24/10/2022
Maize,7,37.1445304,-0.8122101,training,25/10/2021,25/10/2022
Bananas,20,37.1453966,-0.8255211,training,26/10/2021,26/10/2022
Beans,12,37.146147,-0.8311212,training,27/10/2021,27/10/2022
Maize,7,37.1479351,-0.8408233,training,28/10/2021,28/10/2022
Maize,7,37.1476444,-0.7949019,training,29/10/2021,29/10/2022
Beans,12,37.1452651,-0.8416058,training,30/10/2021,30/10/2022
Maize,7,37.1486625,-0.7949694,training,31/10/2021,31/10/2022
Maize,7,37.1388738,-0.8431578,training,01/11/2021,01/11/2022
Shrub,9,37.1476073,-0.8087545,training,02/11/2021,02/11/2022
Maize,7,37.1396387,-0.7966921,training,03/11/2021,03/11/2022
Maize,7,37.23421822,-0.865516792,training,04/11/2021,04/11/2022
Guava,35,37.2385483,-0.9353333,training,05/11/2021,05/11/2022
Maize,7,37.2376489,-0.9347361,training,06/11/2021,06/11/2022
Tomatoes,34,37.2255233,-0.9179364,training,07/11/2021,07/11/2022
Sorghum,33,37.15326977,-0.935056538,training,08/11/2021,08/11/2022
Maize,7,37.23524477,-0.864658215,training,09/11/2021,09/11/2022
Maize,7,37.23611889,-0.863975212,training,10/11/2021,10/11/2022
Bananas,20,37.1478167,-0.937263714,training,11/11/2021,11/11/2022
Maize,7,37.1438377,-0.9452941,training,12/11/2021,12/11/2022
Maize,7,37.2368479,-0.8759613,training,13/11/2021,13/11/2022
Maize,7,37.143022,-0.9461442,training,14/11/2021,14/11/2022
Maize,7,37.2390512,-0.8750311,training,15/11/2021,15/11/2022
Maize,7,37.14939319,-0.944595231,training,16/11/2021,16/11/2022
Avocado,8,37.241139,-0.8733464,training,17/11/2021,17/11/2022
Maize,7,37.2468822,-0.8796829,training,18/11/2021,18/11/2022
Maize,7,37.2478981,-0.8812332,training,19/11/2021,19/11/2022
Sorghum,33,37.15498037,-0.947109166,training,20/11/2021,20/11/2022
Bananas,20,37.2435441,-0.8841728,training,21/11/2021,21/11/2022
Kales,28,37.16007356,-0.940694094,training,22/11/2021,22/11/2022
Beans,12,37.233239,-0.8961906,training,23/11/2021,23/11/2022
Maize,7,37.1746035,-0.951957602,training,24/11/2021,24/11/2022
Sorghum,33,37.14929671,-0.943966264,training,25/11/2021,25/11/2022
Maize,7,37.16407267,-0.943629594,training,26/11/2021,26/11/2022
Sorghum,33,37.15378305,-0.93771904,training,27/11/2021,27/11/2022
Maize,7,37.01635544,-0.633769633,training,28/11/2021,28/11/2022
Tea,29,36.90075585,-0.636659318,training,29/11/2021,29/11/2022
Maize,7,37.0316627,-0.63138,training,30/11/2021,30/11/2022
Tea,29,36.90162779,-0.636382328,training,01/12/2021,01/12/2022
Maize,7,37.0328984,-0.6316332,training,02/12/2021,02/12/2022
Coffee,18,37.0099713,-0.6136525,training,03/12/2021,03/12/2022
Coffee,18,36.89856887,-0.633246072,training,04/12/2021,04/12/2022
Maize,7,37.030385,-0.6384017,training,05/12/2021,05/12/2022
Coffee,18,36.9836289,-0.6021652,training,06/12/2021,06/12/2022
Maize,7,36.8926327,-0.629104,training,07/12/2021,07/12/2022
Tea,29,36.89233205,-0.630191376,training,08/12/2021,08/12/2022
Shrub,9,37.055925,-0.6470767,training,09/12/2021,09/12/2022
Maize,7,36.8875848,-0.6282183,training,10/12/2021,10/12/2022
Maize,7,37.0573933,-0.6463617,training,11/12/2021,11/12/2022
Tea,29,36.9681387,-0.6047798,training,12/12/2021,12/12/2022
Tea,29,36.9695182,-0.6058679,training,13/12/2021,13/12/2022
Tea,29,36.8747582,-0.6249683,training,14/12/2021,14/12/2022
Bananas,20,37.0725167,-0.6563917,training,15/12/2021,15/12/2022
Tea,29,36.8621945,-0.6223204,training,16/12/2021,16/12/2022
Tea,29,36.9784037,-0.6119048,training,17/12/2021,17/12/2022
Tea,29,36.8648474,-0.6252243,training,18/12/2021,18/12/2022
Maize,7,37.0749117,-0.6604167,training,19/12/2021,19/12/2022
Beans,12,37.0726163,-0.659717,training,20/12/2021,20/12/2022
Coffee,18,36.9825489,-0.6160212,training,21/12/2021,21/12/2022
Maize,7,37.0732633,-0.651505,training,22/12/2021,22/12/2022
Maize,7,36.8546231,-0.6307039,training,23/12/2021,23/12/2022
Tea,29,36.851937,-0.6305597,training,24/12/2021,24/12/2022
Maize,7,37.0799983,-0.6489367,training,25/12/2021,25/12/2022
Coffee,18,36.9771233,-0.623245,training,26/12/2021,26/12/2022
Maize,7,36.8487613,-0.6271379,training,27/12/2021,27/12/2022
Coffee,18,36.9829774,-0.6272624,training,28/12/2021,28/12/2022
Maize,7,36.8373186,-0.6299418,training,29/12/2021,29/12/2022
Coffee,18,37.0691471,-0.6349591,training,30/12/2021,30/12/2022
Coffee,18,36.9857933,-0.627285,training,31/12/2021,31/12/2022
Maize,7,36.8333593,-0.6250262,training,01/01/2022,01/01/2023
Arrowroot,16,36.995503,-0.628231,training,02/01/2022,02/01/2023
Tea,29,36.82941346,-0.620902819,training,03/01/2022,03/01/2023
Napier,19,37.0787417,-0.636035,training,04/01/2022,04/01/2023
Coffee,18,37.0021826,-0.6275453,training,05/01/2022,05/01/2023
Maize,7,36.8238324,-0.61723653,training,06/01/2022,06/01/2023
Napier,19,37.0737217,-0.6345183,training,07/01/2022,07/01/2023
Tea,29,36.82993355,-0.613137389,training,08/01/2022,08/01/2023
Tea,29,36.8438912,-0.6147828,training,09/01/2022,09/01/2023
Coffee,18,36.980594,-0.6212788,training,10/01/2022,10/01/2023
Tea,29,36.8268496,-0.613223528,training,11/01/2022,11/01/2023
Maize,7,37.074135,-0.622575,training,12/01/2022,12/01/2023
Macadamia,10,36.9727786,-0.6217059,training,13/01/2022,13/01/2023
Tea,29,36.83478346,-0.615010913,training,14/01/2022,14/01/2023
Tea,29,36.8438956,-0.6148288,training,15/01/2022,15/01/2023
Tea,29,36.83305412,-0.609715513,training,16/01/2022,16/01/2023
Tea,29,36.82694866,-0.606405617,training,17/01/2022,17/01/2023
Shrub,9,37.093715,-0.62886,training,18/01/2022,18/01/2023
Bananas,20,36.964642,-0.6228958,training,19/01/2022,19/01/2023
Tea,29,36.8401227,-0.613048,training,20/01/2022,20/01/2023
Napier,19,36.844705,-0.6120168,training,21/01/2022,21/01/2023
Maize,7,36.84819,-0.6120235,training,22/01/2022,22/01/2023
Maize,7,36.9626758,-0.6271264,training,23/01/2022,23/01/2023
Maize,7,36.8500463,-0.6077374,training,24/01/2022,24/01/2023
Tea,29,36.84970692,-0.607488374,training,25/01/2022,25/01/2023
Maize,7,37.1015942,-0.6420937,training,26/01/2022,26/01/2023
Maize,7,36.9499965,-0.6175745,training,27/01/2022,27/01/2023
Tea,29,36.8562123,-0.6023067,training,28/01/2022,28/01/2023
Maize,7,36.950424,-0.6135733,training,29/01/2022,29/01/2023
Coffee,18,36.9557284,-0.6102135,training,30/01/2022,30/01/2023
Coffee,18,36.959955,-0.611325,training,31/01/2022,31/01/2023
Tea,29,36.9404299,-0.6113896,training,01/02/2022,01/02/2023
Tea,29,36.93706,-0.6147865,training,02/02/2022,02/02/2023
Tea,29,36.9374383,-0.6157062,training,03/02/2022,03/02/2023
Bananas,20,37.02908,-0.65366,training,04/02/2022,04/02/2023
Bananas,20,37.0325678,-0.6529867,training,05/02/2022,05/02/2023
Coffee,18,37.03854882,-0.65264044,training,06/02/2022,06/02/2023
Bananas,20,37.0443245,-0.6502691,training,07/02/2022,07/02/2023
Bananas,20,37.0443333,-0.6502867,training,08/02/2022,08/02/2023
Maize,7,37.03964931,-0.656096742,training,09/02/2022,09/02/2023
Maize,7,37.04652576,-0.655853401,training,10/02/2022,10/02/2023
Beans,12,37.0504482,-0.6552533,training,11/02/2022,11/02/2023
Coffee,18,37.0481804,-0.656614,training,12/02/2022,12/02/2023
Beans,12,37.051405,-0.6601667,training,13/02/2022,13/02/2023
Maize,7,37.0556962,-0.6576382,training,14/02/2022,14/02/2023
Maize,7,37.0540767,-0.6630967,training,15/02/2022,15/02/2023
Maize,7,37.0554917,-0.666735,training,16/02/2022,16/02/2023
Maize,7,37.0749915,-0.6745979,training,17/02/2022,17/02/2023
Shrub,9,37.0855983,-0.677925,training,18/02/2022,18/02/2023
Maize,7,37.08527815,-0.678025309,training,19/02/2022,19/02/2023
Maize,7,36.9888944,-0.6505711,training,20/02/2022,20/02/2023
Avocado,8,36.9865275,-0.653375,training,21/02/2022,21/02/2023
Coffee,18,36.973919,-0.6532565,training,22/02/2022,22/02/2023
Coffee,18,36.96417,-0.6543333,training,23/02/2022,23/02/2023
Coffee,18,36.9593833,-0.6556082,training,24/02/2022,24/02/2023
Coffee,18,36.9585453,-0.6546739,training,25/02/2022,25/02/2023
Tea,29,36.9556467,-0.6541583,training,26/02/2022,26/02/2023
Coffee,18,36.9512644,-0.6535649,training,27/02/2022,27/02/2023
Maize,7,36.955542,-0.6497969,training,28/02/2022,28/02/2023
Coffee,18,36.9508217,-0.6478468,training,01/03/2022,01/03/2023
Maize,7,36.9471499,-0.6474344,training,02/03/2022,02/03/2023
Tea,29,36.9438052,-0.6463633,training,03/03/2022,03/03/2023
Maize,7,36.9415117,-0.6444016,training,04/03/2022,04/03/2023
