eo_status,eo_data,lon,lat,subset,start_date,end_date,EO_FILE
Bananas,20,37.0443333,-0.6502867,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.1196817,-0.9459018,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.0992833,-0.892431,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.00857418,-0.888011192,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomato,36,36.89718534,-0.790258903,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,36.9291855,-0.8620414,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Beans,12,37.1274611,-0.9438326,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.203472,-0.7995071,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.0467733,-0.8884249,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Guava,35,37.2385483,-0.9353333,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,36.9033988,-0.8499308,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.1220015,-0.9338115,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sorghum,33,37.15378305,-0.93771904,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,37.0218315,-0.8663206,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Macadamia,10,36.9727786,-0.6217059,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.9556467,-0.6541583,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sunflower,21,37.3412302,-1.0068534,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.9080485,-0.9082121,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pumpkin,17,37.2512432,-0.9185494,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.21991607,-0.683494807,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.02444404,-0.723681523,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.32828345,-1.026825362,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.0992833,-0.892431,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.1717637,-1.0228288,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomato,36,36.89718534,-0.790258903,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,36.95434272,-0.717748703,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Guava,35,37.2385483,-0.9353333,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.9275872,-0.6384355,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.19131163,-0.742700968,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.867202,-0.8216335,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.1831762,-0.7131178,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.9205942,-0.6355775,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.22636279,-0.879812555,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pawpaw,14,37.32281072,-1.070724442,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,36.8675462,-0.8218831,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,36.9033988,-0.8499308,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.32741233,-1.065886627,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.82941346,-0.620902819,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.1948962,-0.7476428,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.042517,-0.9716409,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.12523258,-0.905872108,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pawpaw,14,37.32281072,-1.070724442,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,36.91067579,-0.835605461,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Irish Potato,24,37.0591749,-0.9002128,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pumpkin,17,36.9270403,-0.9309717,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,37.10126354,-0.939962194,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,36.9857933,-0.627285,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.22585048,-0.878907676,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pawpaw,14,37.32281072,-1.070724442,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,37.0363886,-0.9864681,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.15558144,-0.932799198,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.042517,-0.9716409,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,36.9720698,-0.9332258,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.203472,-0.7995071,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,37.1313391,-0.917011,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,36.9297169,-0.715385704,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Macadamia,10,37.28763711,-1.037166989,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,37.146982,-0.7184039,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomato,36,36.89718534,-0.790258903,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.21927,-0.8093783,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Guava,35,37.2385483,-0.9353333,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.13854171,-0.734540838,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Macadamia,10,36.93515095,-0.805029357,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.1205842,-0.9312262,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.0975113,-0.9054392,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,36.9593833,-0.6556082,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Beans,12,36.990354,-0.682696094,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.837841,-0.694171277,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.0335517,-0.9463285,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.042517,-0.9716409,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,36.9836289,-0.6021652,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Rice,32,37.18884753,-0.676653057,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.9865275,-0.653375,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,36.9236743,-0.6757263,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,36.91067579,-0.835605461,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sorghum,33,37.14929671,-0.943966264,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pumpkin,17,36.9270403,-0.9309717,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pawpaw,14,37.32281072,-1.070724442,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Irish Potato,24,37.0591749,-0.9002128,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Irish Potato,24,37.0591749,-0.9002128,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Macadamia,10,36.9380132,-0.9184148,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Bananas,20,37.123358,-0.9068009,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,36.8959481,-0.788405975,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pawpaw,14,37.32281072,-1.070724442,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Bananas,20,37.0443245,-0.6502691,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.32741233,-1.065886627,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.2330579,-0.7881833,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.1748399,-0.7184414,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.1205217,-0.7051383,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.1831762,-0.7131178,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,37.124569,-0.8124241,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.1011402,-0.9462366,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.82694866,-0.606405617,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,36.9033988,-0.8499308,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.0964808,-0.7497623,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,36.91067579,-0.835605461,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Beans,12,37.1276995,-0.9502228,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Rice,32,37.23527965,-0.675435249,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,36.9471499,-0.6474344,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,36.8675462,-0.8218831,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.042517,-0.9716409,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,37.0363886,-0.9864681,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.1568919,-0.747072,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.8438956,-0.6148288,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Bananas,20,37.0443333,-0.6502867,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.1006151,-0.7506903,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
